"code";"text";"pt3";"pos"
"9755";"HUSV TILLBEHÖR ÖVRIGT";"Husvagns Tillbehör Övrigt";""
"9756";"HUSV SÄKERHETSUTRUSTNING";"Husvagns Säkerhetsutrustning";""
"9757";"HUSV INREDNING ÖVRIGT";"Husvagns Inredning Övrigt";""
"9758";"HUSV KAROSS ÖVRIGT";"Husvagns Kaross Övrigt";""
"9759";"HUSV TILLBEHÖR KYLSKÅP";"Tillbehör Kylskåp";""
"9760";"HUSV SPIS/UGN";"Spis";""
"9761";"HUSV VASK";"Vask";""
"9762";"HUSV MARKIS TILLBEHÖR";"Tillbehör Markis";""
"9763";"HUSV TOA/FÖRVARINGS LUCKA";"Toa/Förvarings Lucka";""
"9764";"HUSV SÄNG TILLBEHÖR";"Sängtillbehör";""
"9765";"HUSV BAKLJUSSARG";"Bakljussarg husvagn";""
"9766";"HUSV SOLPANEL";"Solpanel";""
"9767";"MICRO";"Micro";""
"9801";"ABS MAGNETVENTIL LASTBIL";"ABS Magnetventil Lastbil";""
"9802";"AVGASBROMS LASTBIL";"Avgasbroms Lastbil";""
"9803";"BAKAXELBRYGGA LASTBIL";"Bakaxelbrygga Lastbil";""
"9804";"BOGGIE AXEL LASTBIL";"Boggie Axel Lastbil";""
"9805";"BROMSKLOCKA BOGGIE LASTBIL";"Bromsklocka Boggie Lastbil";""
"9806";"BROMSKLOCKA DRIVAXEL LASTBIL";"Bromsklocka Drivaxel Lastbil";""
"9807";"BROMSKLOCKA FRAM LASTBIL";"Bromsklocka Fram Lastbil";""
"9808";"BROMSNYCKEL DRIVAXEL LASTBIL";"Bromsnyckel Drivaxel Lastbil";""
"9809";"BROMSNYCKELAXEL DRIVAXEL LASTBIL";"Bromsnyckelaxel Drivaxel Lastbil";""
"9810";"BROMSREGLERINGSVENTIL TRAILER";"Bromsregleringsventil Trailer";""
"9811";"BROMSRELÄVENTIL LASTBIL";"Bromsreläventil Lastbil";""
"9812";"BROMSSKÖLD DRIVAXEL LASTBIL";"Bromssköld Drivaxel Lastbil";""
"9813";"CYLINDERFODER LASTBIL";"Cylinderfoder Lastbil";""
"9814";"FJÄDER GUMMISTOPP LASTBIL";"Fjäder Gummistopp Lastbil";""
"9815";"FJÄDERBULT DRIVAXEL LASTBIL";"Fjäderbult Drivaxel Lastbil";""
"9816";"FJÄDERBULT FRAM LASTBIL";"Fjäderbult Fram Lastbil";""
"9817";"FJÄDERFÄSTE LASTBIL";"Fjäderfäste Lastbil";""
"9818";"FJÄDERKRAMPOR LASTBIL";"Fjäderkrampor Lastbil";""
"9819";"HYDRAULCYLINDER LASTBIL";"Hyttcylinder Lastbil";""
"9820";"HYDRAULLIK ÖVRIGT LASTBIL";"Hydraullik Övrigt Lastbil";""
"9821";"HYDRAULPUMP LASTBIL";"Hydraulpump Lastbil";""
"9822";"HYDRAULSLANG LASTBIL";"Hydraulslang Lastbil";""
"9823";"HYDRAULTANK LASTBIL";"Hydraultank Lastbil";""
"9824";"HYDRAULVENTIL LASTBIL";"Hydraulventil Lastbil";""
"9825";"HYTTCYLINDER LASTBIL";"Hyttcylinder Lastbil";""
"9826";"HYTTCYLINDERFÄSTE LASTBIL";"Hyttcylinderfäste Lastbil";""
"9827";"HYTTFOTSTEG LASTBIL";"Hyttfotsteg Lastbil";""
"9828";"HYTTSPÄRR LASTBIL";"Hyttspärr Lastbil";""
"9829";"KOMPRESSOR LASTBIL";"Kompressor Lastbil";""
"9830";"KRAFTUTTAGSAXEL LASTBIL";"Kraftuttag Lastbil";""
"9831";"LUFTFJÄDERBÄLG LASTBIL";"Luftfjäderbälg Lastbil";""
"9832";"LUFTFJÄDRING BÄLGFÄSTE LASTBIL";"Luftfjädring Bälgfäste Lastbil";""
"9833";"LUFTFJÄDRING FÄSTE/STAG LASTBIL";"Luftfjädring Fäste/Stag Lastbil";""
"9834";"FJÄDRING VENTILER LASTBIL";"Fjädring Ventiler Lastbil";""
"9835";"LUFTFJÄDRING RADIALSTAG LASTBIL";"Luftfjädring Radialstag Lastbil";""
"9836";"FRAMAXEL/ÖVRIGT LASTBIL";"Framaxel / Övrigt Lastbil";""
"9837";"FJÄDRING ÖVRIGT LASTBIL";"Luftfjädring Övrigt Lastbil";""
"9838";"NAV LASTBIL";"Nav Boggie Lastbil";""
"9839";"NAV ÖVRIGT LASTBIL";"Nav Övrigt Lastbil";""
"9840";"NAVREDUKTION ÖVRIGT LASTBIL";"Navreduktion Övrigt Lastbil";""
"9841";"OLJEKYLARE LASTBIL";"Oljekylare Lastbil";""
"9842";"PLANETVÄXEL LASTBIL";"Planetväxel Lastbil";""
"9843";"SKÄRMSTAG/FÄSTE/KONSOL LASTBIL";"Skärmstag/Fäste/Konsol Lastbil";""
"9844";"SPEGEL UTVÄNDIG ÖVRIGT LASTBIL";"Spegel Utvändig Övrigt Lastbil";""
"9845";"STRÅLKASTARE KURVLJUS/DIMLJUS LASTBIL";"Strålkastare Kurvljus/Dimljus Lastbil";""
"9846";"STÖTDÄMPARFÄSTE LASTBIL";"Stötdämparfäste Lastbil";""
"9847";"CYLINDERHUVUD MOTOR LASTBIL";"Cylinderhuvud Motor Lastbil";""
"9848";"VÄXELLÅDA ÖVRIGT LASTBIL";"Växellåda Övrigt Lastbil";""
"9849";"VÄXELLÅDSDREV LASTBIL";"Växellådsdrev Lastbil";""
"9850";"SVÄNGHJULSKÅPA LASTBIL";"Svänghjulskåpa";""
"9851";"BROMSNYCKEL FRAM LASTBIL";"Bromsnyckel Fram Lastbil";""
"9852";"BROMSSKÖLD LASTBIL";"Bromssköld Lastbil";""
"9853";"TRYCKLUFT ÖVRIGT LASTBIL";"Tryckluft Övrigt Lastbil";""
"9855";"BROMSTRUMMA LASTBIL";"Bromstrumma Boggie Lastbil";""
"9856";"BROMSNYCKELAXEL BOGGIE LASTBIL";"Bromsnyckelaxel Boggie Lastbil";""
"9857";"FJÄDERFÄSTE DRIVAXEL LASTBIL";"Fjäderfäste Drivaxel Lastbil";""
"9858";"BOGGIE ÖVRIGT LASTBIL";"Boggie Övrigt Lastbil";""
"9859";"FJÄDERKROK DRIVAXEL LASTBIL";"Fjäderkrok Drivaxel Lastbil";""
"9860";"SÄNG LASTBIL";"Säng Lastbil";""
"9861";"SKÄRM LASTBIL";"Skärm Lastbil";""
"9862";"BROMSTRUMMA DRIVAXEL LASTBIL";"Bromstrumma Drivaxel Lastbil";""
"9863";"VÄRMEFLÄKTSLANG LASTBIL";"Värmefläktslang Lastbil";""
"9864";"BOGGIE MOTOR LASTBIL";"Boggie Motor Lastbil";""
"9865";"VÄXELKLO LASTBIL";"Växelklo Lastbil";""
"9866";"STEGE LASTBIL";"Stege Lastbil";""
"9867";"SKÅP LASTBIL";"Skåp Lastbil";""
"9868";"BROMSNYCKELAXEL FRAM LASTBIL";"Bromsnyckelaxel Fram Lastbil";""
"9869";"BOGGIEAXEL KONSOL LASTBIL";"Boggieaxel Konsol Lastbil";""
"9870";"VÄXELSPAKSÖVERFÖRING LASTBIL";"Växelspaksöverföring Lastbil";""
"9871";"BROMSHÅLLARE BOGGIE LASTBIL";"Bromshållare Boggie Lastbil";""
"9872";"LUFTFJÄDRING TVÄRSTAG LASTBIL";"Luftfjädring Tvärstag Lastbil";""
"9873";"BAKAXEL DIFFERENTIALKORS LASTBIL";"Bakaxel Differentialkors Lastbil";""
"9874";"BAKAXEL DIFFERENTIALHYLSA LASTBIL";"Bakaxel Differentialhylsa Lastbil";""
"9875";"BAKAXEL ÄNDMEDBRINGARE LASTBIL";"Bakaxel Ändmedbringare Lastbil";""
"9876";"DIFFERENTIALHUSHALVA LASTBIL";"Differentialhushalva Lilla Lastbil";""
"9877";"BOGGIE LAGERHALVA LASTBIL";"Boggie Lagerhalva Lastbil";""
"9878";"BREDDMARKERINGSLJUS LASTBIL";"Breddmarkeringsljus Lastbil";""
"9879";"NAVREDUKTION LASTBIL";"Navreduktion Lastbil";""
"9880";"CENTRALSMÖRJNINGSPUMP LASTBIL";"Centralsmörjningspump Lastbil";""
"9881";"TRYCKLUFTSTANK LASTBIL";"Tryckluftstank Lastbil";""
"9882";"TRYCKLUFTSREGULATOR LASTBIL";"Tryckluftsregulator Lastbil";""
"9883";"UNDERKÖRNINGSSKYDD LASTBIL";"Underkörningsskydd Lastbil";""
"9884";"LUFTRENAREFÄSTE LASTBIL";"Luftrenarefäste Lastbil";""
"9885";"HJÄLPSTYRCYLINDER LASTBIL/BUSS";"Hjälpstyrcylinder Lastbil";""
"9886";"BACKSPEGELKÅPA/GLAS DÖRR LASTBIL";"Backspegelkåpa/Glas Dörr Lastbil";""
"9887";"BAKLJUS LASTBIL";"Bakljus Lastbil";""
"9888";"BLADFJÄDER FRAM/BAK LASTBIL";"Bladfjäder Fram/Bak Lastbil";""
"9889";"BROMSOK DRIV LASTBIL";"Bromsok Driv Lastbil";""
"9890";"BROMSOK LÖP LASTBIL";"Bromsok Löp Lastbil";""
"9891";"BROMSOK PUSHER LASTBIL";"Bromsok Pusher Lastbil";""
"9892";"BROMSOK SLÄP";"Bromsok Släp";""
"9893";"DÖRR ÖVRIGT LASTBIL";"Dörr Övrigt Lastbil";""
"9894";"HYTT ÖVRIGT LASTBIL";"Hytt Övrigt Lastbil";""
"9895";"HYTTHÖRN LASTBIL";"Hytthörn Lastbil";""
"9896";"HYTTUTRUSTNING LASTBIL";"Hyttutrustning Lastbil";""
"9897";"KARDANAXEL / KARDANMELLANAXEL LASTBIL";"Kardanaxel / Kardanmellanaxel Lastbil";""
"9898";"KRAN UTRUSTNING";"Kran Utrustning";""
"9899";"KRÄNGNINGSHÄMMARE LASTBIL";"Krängningshämmare Lastbil";""
"9900";"KYLARE LASTBIL";"Kylare Lastbil";""
"9901";"LUFTFJÄDERBALK LASTBIL";"Luftfjäderbalk Lastbil";""
"9902";"LUFTTANK LASTBIL";"Lufttank Lastbil";""
"9903";"LUFTTORK BROMSAR LASTBIL";"Lufttork Bromsar Lastbil";""
"9904";"MOTOR LASTBIL";"Motor Lastbil";""
"9905";"PARKERINGSLJUS LASTBIL";"Parkeringsljus Lastbil";""
"9906";"PÅBYGGNAD LASTBIL";"Påbyggnad Lastbil";""
"9907";"RETARDER UTRUSTNING";"Retarder Utrustning";""
"9908";"STARTMOTOR LASTBIL";"Startmotor Lastbil";""
"9909";"STRÅLKASTARGLAS LASTBIL";"Strålkastarglas Lastbil";""
"9910";"STRÖMSTÄLLARE KNAPPAR LASTBIL";"Strömställare Knappar Lastbil";""
"9912";"BROMSCYLINDER LASTBIL";"Bromscylinder Lastbil";""
"9913";"UTRUSTNING ÖVRIGT LASTBIL";"Utrustning Övrigt Lastbil";""
"9914";"VÄXELLÅDA LASTBIL";"Växellåda Lastbil";""
"9950";"KOMPLETT GRÄVAGGREGAT";"Grävaggregat Komplett";""
"9951";"BOM GRÄVAGGREGAT";"Bom Grävaggr.";""
"9952";"BOM KOLV GRÄVAGGREGAT";"Bom Kolv Grävaggr.";""
"9953";"BOMFÄSTE GRÄVAGGREGAT";"Bomfäste Grävaggr.";""
"9954";"KOLV VIKBART BOMFÄSTE GRÄVAGGREGAT";"Kolv Vikbart Bomfäste Grävaggr.";""
"9955";"VIKBART BOMFÄSTE GRÄVAGGREGAT";"Vikbart Bomfäste Grävaggr.";""
"9956";"MELLAN BOM GRÄVAGGREGAT";"Mellan Bom Grävaggr.";""
"9957";"MELLAN BOM KOLV GRÄVAGGREGAT";"Mellan Bom Kolv Grävaggr.";""
"9958";"STICKA GRÄVAGGREGAT";"Sticka Grävaggr.";""
"9959";"STICKA KOLV GRÄVAGGREGAT";"Sticka Kolv Grävaggr.";""
"9960";"HUNDBEN GRÄVAGGREGAT";"Hundben Grävaggr.";""
"9961";"LÄNK GRÄVAGGREGAT";"Länk Grävaggr.";""
"9962";"ROTOR/TILT GRÄVAGGREGAT";"Rotor/Tilt Grävaggr.";""
"9963";"TAPPAR GRÄVAGGREGAT";"Tappar Grävaggr.";""
"9964";"SKOPA GRÄVAGGREGAT";"Skopa Grävaggr.";""
"9965";"SKOPA KOLV GRÄVAGGREGAT";"Skopa Kolv Grävaggr.";""
"9966";"SKOPTAND GRÄVAGGREGAT";"Skoptand Grävaggr.";""
"9967";"SCHAKTBLAD HYDRAULKOLV GRÄVAGGREGAT";"Schaktblad Hydraulkolv Grävaggr.";""
"9968";"REDSKAPSFÄSTE GRÄVAGGREGAT";"Redskapsfäste Grävaggr.";""
"9969";"REDSKAP UTR GRÄVAGGREGAT";"Redskap Utr Grävaggr.";""
